full_name,pos,age,team,games,games_started,mpg,fg,fga,fgp,threeP,threePA,threePP,twoP,twoPA,twoPP,efg,ft,fta,ftp,orb,drb,rpg,apg,spg,bpg,tpg,fouls,ppg
Blake Griffin,PF,32,BRK,30,20,19,2.1,5.9,0.36,0.6,2.8,0.214,1.5,3.1,0.489,0.41,1,1.4,0.721,1.1,3.3,4.5,2,0.5,0.4,0.5,2.1,5.9
Danilo Gallinari,PF,33,ATL,30,1,22.2,3.1,7.6,0.41,1.5,3.9,0.397,1.6,3.7,0.423,0.511,2,2.2,0.938,0.6,3.6,4.2,1.4,0.5,0.2,0.5,1.4,9.8
Trent Forrest,PG,23,UTA,30,2,9.1,0.6,1.2,0.486,0,0.1,0.25,0.6,1.1,0.515,0.5,0.4,0.5,0.786,0.3,1.1,1.4,1.1,0.2,0,0.8,0.5,1.6
Derrick Favors,C,30,OKC,30,12,16,2.3,4.7,0.493,0.1,0.4,0.167,2.3,4.3,0.523,0.5,0.3,0.6,0.556,1.3,3.2,4.6,0.8,0.4,0.2,0.2,1.5,5.1
Bruce Brown,SF,25,BRK,30,17,22.5,3,6.1,0.489,0.3,1,0.333,2.7,5.1,0.519,0.516,0.6,0.8,0.75,1.3,3.2,4.5,1.3,1.2,0.5,0.7,2.7,6.9
Oshae Brissett,SF,23,IND,30,1,18.3,2.4,5.3,0.444,0.9,2.5,0.378,1.4,2.9,0.5,0.531,0.5,0.9,0.571,1.3,2.5,3.8,0.8,0.5,0.3,0.7,1.4,6.2
Omer Yurtseven,C,23,MIA,31,7,14.8,2.4,5,0.468,0,0.2,0.143,2.3,4.8,0.483,0.471,0.8,1.3,0.634,1.8,4.5,6.4,1,0.5,0.5,0.9,1.7,5.6
Justise Winslow,SF,25,LAC,31,1,11.4,1.6,3.6,0.446,0.2,0.8,0.208,1.5,2.8,0.511,0.469,0.3,0.6,0.474,0.6,2.5,3,1.1,0.5,0.4,0.9,1,3.7
Moritz Wagner,C,24,ORL,31,0,11.5,2.1,4.7,0.442,0.9,2.8,0.337,1.2,2,0.59,0.541,1.4,1.7,0.792,0.5,1.8,2.4,0.8,0.2,0.2,0.7,1.9,6.5
Nikola Vučević,C,31,CHI,31,31,33.2,6.7,15.6,0.431,1.7,4.9,0.342,5,10.7,0.471,0.484,0.9,1.4,0.667,2,9.5,11.4,3.4,1.1,1.1,1.5,2.2,16
Xavier Tillman Sr.,PF,23,MEM,31,0,14.5,1.9,4.4,0.434,0.2,1.1,0.182,1.7,3.3,0.515,0.456,0.9,1.4,0.69,1.4,2,3.4,1.2,1.2,0.5,0.7,1.3,4.9
Tomáš Satoranský,SG,30,NOP,31,3,14.9,1,3.3,0.311,0.2,1,0.167,0.9,2.4,0.37,0.335,0.6,0.8,0.76,0.6,1.5,2,2.3,0.5,0,0.7,1,2.8
D'Angelo Russell,PG,25,MIN,31,31,32.9,6.5,16.4,0.398,3,8.5,0.347,3.5,7.8,0.455,0.489,2.6,3.3,0.812,0.4,3.4,3.7,7,0.9,0.5,2.6,2.1,18.6
Nick Richards,C,24,CHO,31,5,9.3,1.6,2.4,0.685,0,0,,1.6,2.4,0.685,0.685,0.8,0.9,0.828,0.9,1.3,2.2,0.4,0.3,0.6,0.6,1.4,4
Payton Pritchard,SG,24,BOS,31,2,13.5,1.8,4.9,0.359,1.1,3.2,0.357,0.6,1.8,0.364,0.474,0.3,0.3,1,0.4,1.5,1.9,1.8,0.2,0.1,0.7,0.9,4.9
Khris Middleton,SF,30,MIL,31,31,31.5,6.4,14.9,0.432,2.3,6.2,0.377,4.1,8.7,0.47,0.51,3.9,4.5,0.884,0.7,4.8,5.5,5.3,1.1,0.2,3.2,2.3,19.1
Romeo Langford,SG,22,BOS,31,5,18.9,1.9,4.6,0.42,0.6,2,0.323,1.3,2.6,0.494,0.49,0.5,0.7,0.652,0.9,2.2,3.1,0.5,0.6,0.4,0.4,1.3,5
Ty Jerome,SG,24,OKC,31,3,14.8,2.6,6.5,0.403,0.9,3.3,0.282,1.7,3.2,0.531,0.475,0.9,1.2,0.806,0.5,1.1,1.5,1.6,0.6,0.1,0.7,1.3,7.1
Josh Jackson,SF,24,DET,31,3,18.7,3,7.1,0.42,0.9,3.1,0.278,2.1,3.9,0.533,0.482,1,1.4,0.705,0.5,2.7,3.3,1.4,0.5,0.4,1.1,1.8,7.8
Dwight Howard,C,36,LAL,31,6,14.7,1.8,3,0.606,0.2,0.3,0.75,1.6,2.8,0.593,0.638,1.2,1.9,0.617,1.7,3.7,5.4,0.6,0.7,0.6,0.8,1.9,5.1
Cade Cunningham,PG,20,DET,31,31,32.4,5.7,14.8,0.386,2.2,6.9,0.322,3.5,7.9,0.441,0.461,1.8,2.1,0.846,0.9,4.8,5.7,5.4,1.3,0.6,3.8,2.9,15.4
Jevon Carter,PG,26,BRK,31,1,11.6,0.9,3.2,0.283,0.7,2.5,0.299,0.2,0.7,0.227,0.399,0.1,0.1,0.75,0.2,1.3,1.5,1,0.4,0.3,0.5,1,2.6
D.J. Augustin,PG,34,HOU,31,2,15,1.6,3.9,0.402,1.1,2.8,0.395,0.5,1.2,0.417,0.541,1,1.1,0.882,0.2,0.9,1.1,2.3,0.3,0,1.3,0.5,5.2
Robert Williams,C,24,BOS,32,32,29.3,4.4,5.9,0.75,0,0,,4.4,5.9,0.75,0.75,1.1,1.7,0.667,3.8,5.1,9,1.7,0.9,2.2,1.2,2,9.9
Gabe Vincent,PG,25,MIA,32,10,21.8,3.1,7.2,0.435,1.6,4.3,0.374,1.5,2.8,0.527,0.548,0.8,1,0.774,0.5,1.6,2.1,2.9,0.8,0.2,1.5,2.2,8.6
Devin Vassell,SF,21,SAS,32,4,25,4.4,9.7,0.453,1.7,4.8,0.351,2.7,4.8,0.555,0.54,0.7,0.9,0.733,0.7,3.2,3.9,1.5,1,0.7,0.8,1.9,11.1
Isaiah Stewart,C,20,DET,32,32,25.6,3.3,6.3,0.527,0.1,0.6,0.105,3.3,5.8,0.571,0.532,1.1,1.6,0.673,2.6,5.6,8.3,1.1,0.4,1.3,1.3,2.8,7.8
Terry Rozier,SG,27,CHO,32,32,32,6.7,15.2,0.437,2.9,7.6,0.387,3.7,7.6,0.488,0.534,1.9,2.3,0.811,0.7,3.2,3.9,3.4,1.2,0.4,1.2,1.4,18.1
Mason Plumlee,C,31,CHO,32,32,24.6,2.8,4.7,0.607,0,0,0,2.8,4.7,0.611,0.607,0.8,2.2,0.38,2.4,4.8,7.1,2.8,0.9,0.9,1.2,2.9,6.5
Tyrese Maxey,PG,21,PHI,32,31,34.5,6.4,13.5,0.473,1.3,3.4,0.38,5.1,10.1,0.505,0.521,2.8,3.2,0.871,0.4,3.1,3.5,4.5,0.7,0.6,1.3,2.2,16.8
Lauri Markkanen,PF,24,CLE,32,32,30.4,4.8,11.7,0.413,1.8,6,0.309,3,5.8,0.522,0.492,1.8,2,0.862,1.1,4.2,5.3,1.7,0.7,0.5,0.8,1.8,13.3
Brandon Ingram,SF,24,NOP,32,32,34.7,8.3,18.6,0.447,1.7,4.8,0.353,6.6,13.8,0.48,0.492,4.6,5.5,0.825,0.8,5.3,6.1,5.1,0.6,0.3,2.8,2,22.9
Kevin Huerter,SG,23,ATL,32,20,28.3,4.5,9.7,0.469,1.8,4.8,0.37,2.8,4.8,0.568,0.561,0.6,0.7,0.783,0.3,3.1,3.4,2.7,0.5,0.3,1.3,2,11.4
Al Horford,C,35,BOS,32,32,29.5,4,9.2,0.431,1.2,4.3,0.285,2.8,4.9,0.557,0.497,1.7,2,0.859,1.6,6.1,7.6,3.8,0.7,1.5,1.2,2.1,10.9
Rodney Hood,SF,29,MIL,32,0,16.1,1.3,3.6,0.357,0.7,2.3,0.315,0.6,1.3,0.429,0.457,0.4,0.4,0.929,0.3,1.6,1.9,0.8,0.3,0.1,0.2,0.8,3.7
Josh Hart,PF,26,NOP,32,31,32.9,4.8,9.2,0.519,1,3,0.337,3.8,6.3,0.605,0.573,2.6,3.4,0.755,1.3,6.1,7.4,4.4,0.9,0.3,2,3,13.2
Spencer Dinwiddie,PG,28,WAS,32,32,30.3,4.5,11.4,0.396,1.7,5.1,0.325,2.9,6.3,0.453,0.469,2.7,3.4,0.796,0.8,4,4.8,5.8,0.6,0.2,1.6,2.4,13.4
Sterling Brown,SG,26,DAL,32,3,15,1.5,3.7,0.407,0.8,2.3,0.351,0.7,1.4,0.5,0.517,0.3,0.3,0.9,0.7,3,3.7,0.9,0.4,0.2,0.6,1.2,4.1
Keita Bates-Diop,SF,26,SAS,32,11,16.8,2.2,4.3,0.522,0.3,0.8,0.296,2,3.4,0.578,0.551,0.8,1.1,0.667,1.1,3.1,4.1,0.6,0.5,0.3,0.8,1,5.4
Scottie Barnes,PF,20,TOR,32,32,35.5,5.9,12.2,0.482,0.8,2.3,0.324,5.1,9.9,0.519,0.513,2.2,3.1,0.714,2.9,5.1,8,3.5,1,0.9,1.9,2.8,14.7
Dalano Banton,SF,22,TOR,32,1,11.9,1.5,3.7,0.41,0.2,0.8,0.269,1.3,2.8,0.451,0.44,0.6,0.8,0.75,0.6,1.5,2.1,1.7,0.4,0.2,1,1.3,3.8
Mo Bamba,C,23,ORL,32,32,28.1,4,9,0.448,1.3,3.8,0.333,2.8,5.2,0.533,0.519,0.7,0.9,0.767,2.3,6.2,8.4,1.5,0.8,2.1,1.3,2.5,10.1
Gary Trent Jr.,SG,23,TOR,33,32,34,6.1,14.5,0.421,2.7,7.3,0.368,3.4,7.1,0.477,0.515,1.5,1.8,0.845,0.4,2.5,2.8,2.1,1.9,0.4,0.9,2.2,16.4
Terrence Ross,SG,30,ORL,33,0,26.3,4.4,10.5,0.416,1.5,4.8,0.306,2.9,5.7,0.508,0.486,2.6,2.9,0.876,0.4,2.4,2.8,2.2,0.6,0.2,1.5,1.4,12.8
Jakob Poeltl,C,26,SAS,33,32,28.5,5.8,9.7,0.594,0,0,,5.8,9.7,0.594,0.594,0.9,2.4,0.363,4.1,4.8,8.9,2.7,0.7,1.4,1.6,3.1,12.4
Jordan Nwora,SF,23,MIL,33,9,21.2,3.5,8.4,0.42,1.7,4.3,0.39,1.8,4.1,0.452,0.52,0.4,0.5,0.824,0.8,3.3,4.1,1.1,0.5,0.4,1.1,1.2,9.1
David Nwaba,SF,29,HOU,33,4,14.2,2,4.3,0.475,0.3,1.1,0.286,1.7,3.2,0.538,0.511,1,1.4,0.702,0.9,3,3.9,0.8,0.7,0.5,0.5,1.2,5.4
Mike Muscala,C,30,OKC,33,0,13.8,2.6,5.8,0.447,1.6,3.8,0.419,1,2,0.5,0.584,1.3,1.5,0.875,0.5,2.6,3.1,0.5,0.4,0.6,0.3,1.3,8
Evan Mobley,PF,20,CLE,33,33,34,6.1,12.1,0.501,0.5,1.5,0.294,5.6,10.5,0.532,0.52,2.3,3.1,0.735,1.7,6.4,8.1,2.6,0.8,1.8,1.8,2.2,14.8
Kevin Love,PF,33,CLE,33,2,21.5,4.4,10.1,0.431,2.6,6.3,0.411,1.8,3.8,0.465,0.558,2.9,3.3,0.881,1.2,6.3,7.4,2.1,0.3,0.2,1.2,1,14.2
Frank Jackson,PG,23,DET,33,5,22.7,3.7,9.2,0.403,1.9,5.6,0.333,1.8,3.6,0.513,0.505,1.3,1.6,0.83,0.3,1.2,1.5,0.9,0.5,0.2,0.8,1.6,10.7
Jrue Holiday,PG,31,MIL,33,32,33.2,7.4,14.9,0.499,1.8,4.8,0.382,5.6,10.1,0.554,0.56,1.7,2.4,0.709,0.9,3.7,4.6,6.7,1.6,0.6,2.8,1.8,18.4
Aaron Holiday,PG,25,WAS,33,10,16.7,2.5,5.4,0.472,0.6,1.6,0.365,2,3.8,0.516,0.525,0.6,0.7,0.792,0.1,1.5,1.6,1.9,0.6,0.2,0.9,1.5,6.2
George Hill,SG,35,MIL,33,12,25.6,2.6,5.8,0.445,0.8,2.8,0.308,1.7,3,0.57,0.518,1.1,1.2,0.947,0.8,2.3,3.2,2.4,0.8,0.2,0.9,1.5,7.1
Hamidou Diallo,SG,23,DET,33,16,21.9,4.4,8.5,0.518,0.4,1.5,0.275,4,7,0.571,0.543,1.3,2.1,0.609,1,3.5,4.5,1.4,1.3,0.4,1.1,2.4,10.5
Dewayne Dedmon,C,32,MIA,33,15,17.2,2.5,4.4,0.575,0.4,0.6,0.6,2.2,3.8,0.571,0.616,1,1.3,0.75,1.8,4.3,6.1,0.9,0.4,0.5,0.9,2.2,6.5
Reggie Bullock,SF,30,DAL,33,13,24.3,2.3,6.2,0.379,1.5,4.6,0.318,0.9,1.6,0.558,0.498,0.4,0.5,0.765,0.2,2.7,2.9,1.1,0.4,0.2,0.5,1.4,6.5
Armoni Brooks,SG,23,HOU,33,8,18.2,2.5,6.7,0.367,1.8,5.6,0.317,0.7,1.1,0.629,0.5,0.5,0.5,0.889,0.3,1.7,2,1.4,0.6,0.2,0.6,1.6,7.2
Avery Bradley,SG,31,LAL,33,28,23.8,2.6,6.1,0.431,1.4,3.5,0.397,1.2,2.6,0.477,0.545,0.2,0.2,1,0.5,2,2.5,0.8,0.9,0.2,0.5,1.8,6.9
Devin Booker,SG,25,PHO,33,33,32.8,8.3,19.1,0.437,2.6,6.4,0.406,5.7,12.6,0.453,0.506,4.1,4.7,0.871,0.8,4.5,5.4,4.4,1,0.3,2.7,2.5,23.4
Lonzo Ball,PG,24,CHI,33,33,35.1,4.7,11.1,0.422,3.2,7.5,0.423,1.5,3.6,0.42,0.564,0.6,0.8,0.76,1,4.5,5.5,5.1,1.9,0.9,2.3,2.4,13.1
Delon Wright,SG,29,ATL,34,4,17.6,1.5,3.4,0.436,0.5,1.2,0.405,1,2.2,0.453,0.509,0.6,0.8,0.846,0.8,2.1,2.9,2.5,0.8,0.2,0.7,0.6,4.1
P.J. Tucker,PF,36,MIA,34,33,28.5,3.1,6.1,0.5,1.4,2.9,0.469,1.7,3.2,0.527,0.611,0.7,1,0.697,1.7,3.9,5.7,2.2,0.7,0.3,1,2.3,8.1
Karl-Anthony Towns,C,26,MIN,34,34,34.5,8.7,16.9,0.516,2.3,5.4,0.422,6.4,11.4,0.56,0.584,4.9,6,0.814,2.9,6.3,9.3,3.7,1.1,1.2,3.5,3.7,24.6
Dennis Schröder,SG,28,BOS,34,19,31.6,5.8,13.4,0.432,1.4,4.2,0.326,4.4,9.1,0.481,0.483,3,3.5,0.856,0.6,2.8,3.4,4.6,0.8,0.1,2.3,2.5,15.9
Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,0.363,1.7,5.1,0.339,2.6,7,0.38,0.434,2.6,3,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1,0.3,1.3,1.3,11.9
Norman Powell,SF,28,POR,34,34,32.9,6.2,13.6,0.455,2.2,5.5,0.399,4,8.1,0.493,0.536,4,4.9,0.82,0.4,2.5,2.9,2.1,1,0.4,1.5,2.3,18.6
Bobby Portis,C,26,MIL,34,29,28.4,5.9,12.3,0.481,1.9,4.5,0.428,4,7.8,0.511,0.559,1.6,2.1,0.789,2.9,6.4,9.2,1.4,0.8,0.8,1.6,2.7,15.4
Otto Porter Jr.,PF,28,GSW,34,4,21.4,3,6.6,0.46,1.5,3.9,0.391,1.5,2.7,0.56,0.576,0.5,0.7,0.708,1.1,4,5.1,1.5,1,0.5,0.6,1.3,8.1
Jordan Poole,SG,22,GSW,34,29,29.6,6,13.5,0.442,2.5,7.5,0.333,3.5,6,0.578,0.535,2.8,3.1,0.895,0.2,2.9,3.1,3.4,0.9,0.3,2.4,2.8,17.2
Trey Murphy III,SF,21,NOP,34,0,13.4,1.3,3.9,0.336,1,2.9,0.34,0.3,1,0.324,0.462,0.4,0.4,0.867,0.6,1.5,2.1,0.6,0.3,0.1,0.3,1,3.9
De'Anthony Melton,SG,23,MEM,34,13,23.5,3.6,9.2,0.391,1.5,4.8,0.317,2.1,4.4,0.473,0.474,1.1,1.4,0.75,1,3.4,4.4,2.9,1.6,0.6,1.6,1.9,9.8
Jalen McDaniels,SF,24,CHO,34,2,17.9,2.5,5,0.503,0.9,2.2,0.387,1.7,2.8,0.594,0.588,0.9,1.3,0.659,0.8,2.7,3.5,1.2,0.6,0.4,0.8,1.8,6.8
Nikola Jokić,C,26,DEN,34,34,32.8,10.1,17.9,0.563,1.5,4.2,0.354,8.6,13.6,0.627,0.604,4.1,5.3,0.772,2.8,11.4,14.1,7,1.4,0.8,3.6,2.4,25.7
Tyler Herro,SG,22,MIA,34,10,32.8,7.7,18,0.427,2.7,7,0.388,5,11.1,0.452,0.502,2.5,2.9,0.869,0.7,4.3,4.9,3.9,0.6,0.1,2.9,1.4,20.6
Gary Harris,SG,27,ORL,34,24,29.3,4.3,9.5,0.45,1.7,4.6,0.372,2.6,4.9,0.524,0.54,1.4,1.7,0.842,0.8,1.6,2.4,1.9,0.9,0.2,1.3,2.1,11.6
Montrezl Harrell,C,28,WAS,34,3,25.4,5.4,8.4,0.645,0.1,0.3,0.3,5.4,8.1,0.657,0.65,3.4,4.7,0.736,2.2,5.1,7.3,2.2,0.5,0.6,1.1,1.9,14.4
James Harden,PG,32,BRK,34,34,36.9,6.5,15.6,0.417,2.4,7.1,0.331,4.2,8.5,0.49,0.492,7,8.1,0.869,0.9,7.1,8.1,9.7,1.3,0.7,4.8,2.5,22.4
Tim Hardaway Jr.,SG,29,DAL,34,20,30.6,5.1,13.1,0.393,2.5,7.4,0.333,2.7,5.7,0.472,0.488,1.8,2.4,0.741,0.4,3.6,4,2.4,1,0.2,0.7,1.7,14.5
Draymond Green,PF,31,GSW,34,34,29.9,3.2,5.9,0.537,0.4,1.2,0.286,2.8,4.7,0.604,0.567,1.2,2,0.597,1.1,6.4,7.6,7.4,1.4,1.2,3.1,2.8,7.9
Kevin Durant,PF,33,BRK,34,34,37.4,10.8,20.9,0.518,1.9,5.1,0.362,9,15.8,0.568,0.562,6.3,7.1,0.892,0.6,7.1,7.7,5.8,0.7,1,3.1,1.9,29.8
Chris Duarte,SG,24,IND,34,25,28.6,5,11.6,0.434,1.8,5.2,0.352,3.2,6.4,0.5,0.513,1.2,1.7,0.707,0.6,3.4,4,2.1,1,0.1,1.7,1.7,13.1
Andre Drummond,C,28,PHI,34,11,19.2,2.7,5.2,0.528,0,0,0,2.7,5.1,0.531,0.528,1.1,1.9,0.561,3.1,6.1,9.2,2,1.1,1,1.6,2.4,6.6
Ayo Dosunmu,SG,22,CHI,34,2,19.4,2.6,4.9,0.536,0.7,1.7,0.439,1.9,3.2,0.587,0.611,0.6,0.9,0.594,0.4,1.7,2.1,1.2,0.4,0.4,0.9,1.7,6.5
Jae Crowder,PF,31,PHO,34,34,28.3,3.3,8.1,0.404,1.9,5.5,0.344,1.4,2.6,0.528,0.52,1,1.2,0.786,0.4,4.3,4.6,1.4,1.2,0.5,0.9,2.3,9.4
John Collins,PF,24,ATL,34,34,32.6,6.6,12.1,0.541,1.3,3,0.427,5.3,9.1,0.579,0.595,3.1,3.9,0.794,1.9,6,7.9,2,0.7,1.1,1.1,3,17.5
Josh Christopher,SG,20,HOU,34,2,16,2.6,5.7,0.454,0.8,2.2,0.347,1.8,3.5,0.521,0.521,1.2,1.5,0.8,0.6,1.3,2,1.7,0.9,0.1,1.5,1.1,7.1
Bradley Beal,SG,28,WAS,34,34,36,9.1,20,0.455,1.6,5.5,0.298,7.4,14.4,0.515,0.496,4.2,5,0.84,1,3.7,4.7,6.4,0.9,0.4,3.4,2.4,24
Will Barton,SG,31,DEN,34,34,32.8,5.8,13.6,0.422,2.3,6.4,0.361,3.4,7.2,0.478,0.508,1.2,1.5,0.808,0.6,4.3,4.9,4.2,0.9,0.4,1.9,1.4,15.1
RJ Barrett,SF,21,NYK,34,34,31.6,5.8,14.1,0.41,1.9,5.4,0.348,3.9,8.7,0.449,0.477,2.7,3.9,0.692,0.7,4.7,5.4,2.4,0.5,0.3,1.8,2.1,16.2
Giannis Antetokounmpo,PF,27,MIL,34,34,32.5,10,18.4,0.541,1.1,3.9,0.284,8.9,14.5,0.611,0.571,7.4,10.5,0.7,1.9,9.6,11.4,6,1.1,1.4,3.4,3.2,28.4
Jarrett Allen,C,23,CLE,34,34,32.6,6.9,9.9,0.699,0,0.2,0.125,6.9,9.6,0.713,0.701,3,4.3,0.705,3.4,7.5,10.9,1.8,0.9,1.5,1.8,1.8,16.9
Trae Young,PG,23,ATL,35,35,34.7,9.6,21.1,0.455,2.7,7.3,0.37,6.9,13.8,0.501,0.52,6.1,6.7,0.898,0.8,3.3,4,9.6,0.9,0.1,4.1,1.7,28
Fred VanVleet,PG,27,TOR,35,35,37.7,7.6,17.3,0.441,3.8,9.4,0.409,3.8,7.9,0.478,0.551,2.9,3.3,0.879,0.8,4.1,4.9,6.6,1.7,0.5,2.7,2.4,22
Anfernee Simons,SG,22,POR,35,8,26,5.1,11.6,0.443,2.4,6.2,0.392,2.7,5.4,0.503,0.548,1.4,1.5,0.943,0.5,2.1,2.7,2.9,0.4,0.1,1.5,2,14.1
Alperen Şengün,C,19,HOU,35,2,18.4,3.1,6.3,0.5,0.3,1.1,0.308,2.8,5.2,0.541,0.527,2.4,3.4,0.703,1.7,3.1,4.8,2.6,0.9,0.9,1.9,3.1,9
Cameron Payne,PG,27,PHO,35,0,20.3,3.8,9.9,0.388,1.1,3.4,0.319,2.7,6.5,0.425,0.443,1.5,1.7,0.864,0.4,2.4,2.8,3.6,0.6,0.3,1.9,1.9,10.2
Georges Niang,PF,28,PHI,35,5,23.1,3.6,8.2,0.444,2,5,0.398,1.6,3.1,0.518,0.566,0.9,1,0.857,0.3,2.4,2.7,1.3,0.5,0.2,0.7,2.5,10.1
Raul Neto,PG,29,WAS,35,0,20.5,3,6.7,0.441,0.4,1.7,0.241,2.6,5.1,0.506,0.47,1.2,1.6,0.745,0.2,2,2.2,2.7,0.7,0,1.2,1.6,7.5
Dejounte Murray,PG,25,SAS,35,35,34.3,7.7,17.5,0.441,1.4,4.1,0.331,6.3,13.3,0.475,0.48,1.6,2.3,0.722,1.2,7,8.2,8.9,2.1,0.5,2.5,2,18.4
Nassir Little,SF,21,POR,35,16,25.3,3.2,7.2,0.447,1.1,3.5,0.317,2.1,3.7,0.569,0.524,1.5,2.1,0.72,1.4,4.2,5.6,1.2,0.7,0.9,0.9,2.1,9.1
Furkan Korkmaz,SG,24,PHI,35,11,23.1,3.3,8.6,0.387,1.5,4.9,0.302,1.8,3.7,0.5,0.473,1,1.3,0.818,0.3,2.9,3.2,2.3,0.6,0.1,0.9,0.9,9.1
John Konchar,SG,25,MEM,35,2,16.5,1.7,3.2,0.545,0.7,1.5,0.49,1,1.7,0.59,0.656,0.4,0.7,0.565,1.1,2.8,3.9,1.3,0.8,0.2,0.4,1.2,4.6
Luke Kennard,SG,25,LAC,35,10,29,4.1,9.4,0.432,2.8,6.3,0.441,1.3,3.1,0.413,0.579,0.8,0.9,0.879,0.2,3.2,3.4,2.1,0.7,0.1,0.8,1.6,11.7
Tre Jones,PG,22,SAS,35,2,12.6,1.8,3.7,0.485,0.1,0.4,0.154,1.7,3.3,0.521,0.492,0.6,0.6,1,0.4,1.6,2,2.3,0.4,0,0.6,0.9,4.3
Justin Holiday,SF,32,IND,35,26,28.4,3.5,9,0.39,2.4,6.8,0.354,1.1,2.2,0.5,0.524,0.7,0.9,0.839,0.3,2.6,2.9,1.6,0.6,0.3,1,2.1,10.2
JaMychal Green,PF,31,DEN,35,7,14.9,2.1,4.8,0.437,0.5,2.2,0.25,1.5,2.6,0.593,0.494,1,1.2,0.857,0.9,2.8,3.7,0.8,0.7,0.5,0.9,2.2,5.7
Eric Gordon,SG,33,HOU,35,24,29.1,5.1,10.3,0.489,2.3,5.2,0.436,2.8,5.2,0.541,0.598,2,2.7,0.737,0.2,1.5,1.7,3.4,0.6,0.5,2.3,1,14.4
Shai Gilgeous-Alexander,PG,23,OKC,35,35,34.9,7.6,18.3,0.415,1.7,5.9,0.279,5.9,12.3,0.48,0.46,5.4,6.5,0.825,0.6,4,4.6,5.2,0.9,0.7,2.4,2.3,22.2
